Idade,Grau de escolaridade,Estado civil,"Estado onde mora atualmente ( SIGLA ) Exemplo PR, GO, SC",Você trabalha atualmente?,Qual é sua faixa salarial mensal?,"Qual é a sua principal queixa hoje em relação à sua pele, cabelo ou aparência? Exemplo: acne, manchas, ressecamento, oleosidade, queda de cabelo, estrias, cicatrizes (Selecione todas as opções que se aplicam)",Há quanto tempo isso te incomoda?,Como você classificaria o impacto disso na sua autoestima?,Você já usa algum produto de beleza?,Quais produtos de beleza você usa atualmente? (Selecione todas as opções que se aplicam),Quais cuidados de beleza você faz hoje? (Selecione todas as opções que se aplicam),"Se você pudesse comprar uma solução que resolvesse seu problema estético, você compraria?",Até quanto você estaria disposto(a) a pagar para resolver esse problema?,"Se faz faculdade ou especialização qual curso ? Se a reposta for NÃO, digite apenas NÃO",Você faz faculdade ou especialização atualmente?,Já fez algum tratamento profissional para resolver essa queixa?
39,Ensino Fundamental completo,União Estável,DF,Sim,3.000 – 4.000,Queda de cabelo; Oleosidade; Manchas; Acne,6 meses,Alto,Sim,Protetor solar; Hidratante; Sérum,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Não,Sim,Sim
42,Ensino Médio completo,União Estável,DF,Sim,5.000 – 7.000,Manchas; Queda de cabelo,1 ano,Médio,Não,Sérum; Hidratante,Dieta; Atividade física,SIM,R$201 – R$300,Não,Não,Sim
30,Ensino Médio completo,Divorciado,PR,Sim,4.000 – 5.000,Ressecamento; Acne; Queda de cabelo; Manchas,1 mês,Médio,Sim,Hidratante; Sérum; Protetor solar,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Medicina,Sim,Sim
35,Ensino Superior completo,União Estável,GO,Não,5.000 – 7.000,Queda de cabelo; Manchas; Acne; Oleosidade,3 meses,Alto,Sim,Sérum; Hidratante; Protetor solar,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Direito,Não,Sim
50,Ensino Superior completo,Divorciado,SC,Sim,2.000 – 3.000,Oleosidade; Manchas; Acne; Queda de cabelo; Ressecamento,1 mês,Médio,Não,Sérum; Hidratante; Protetor solar,Dieta; Atividade física; Skincare,NÃO,R$101 – R$200,Não,Sim,Não
33,Ensino Fundamental completo,Divorciado,RJ,Não,Acima de 7.000,Manchas; Queda de cabelo,1 ano,Médio,Sim,Sérum; Protetor solar,Dieta; Skincare,SIM,R$201 – R$300,Direito,Sim,Sim
19,Ensino Superior completo,Casado,PR,Sim,5.000 – 7.000,Ressecamento; Manchas; Acne,6 meses,Médio,Não,Hidratante; Protetor solar; Sérum,Atividade física; Skincare; Dieta,SIM,R$201 – R$300,Não,Sim,Não
52,Ensino Superior completo,União Estável,DF,Sim,Acima de 7.000,Queda de cabelo; Acne; Oleosidade; Ressecamento,6 meses,Alto,Sim,Protetor solar; Sérum; Hidratante,Atividade física; Dieta; Skincare,SIM,R$101 – R$200,Direito,Sim,Sim
51,Pós-graduação,Casado,BA,Não,2.000 – 3.000,Ressecamento; Acne; Oleosidade; Manchas,2 anos,Médio,Sim,Protetor solar; Hidratante; Sérum,Dieta; Atividade física; Skincare,NÃO,R$101 – R$200,Não,Sim,Sim
47,Ensino Médio completo,Divorciado,RJ,Sim,5.000 – 7.000,Manchas,6 meses,Médio,Não,Sérum,Skincare,NÃO,Até R$100,Direito,Sim,Não
30,Ensino Superior incompleto,Divorciado,PR,Sim,5.000 – 7.000,Manchas; Queda de cabelo,6 meses,Médio,Não,Protetor solar; Sérum,Skincare; Dieta,SIM,R$301 – R$500,Não,Sim,Sim
30,Pós-graduação,Divorciado,BA,Sim,3.000 – 4.000,Ressecamento; Oleosidade; Manchas,1 ano,Médio,Sim,Hidratante; Sérum; Protetor solar,Dieta; Skincare; Atividade física,NÃO,R$201 – R$300,Direito,Sim,Sim
35,Ensino Superior completo,Solteiro,BA,Sim,4.000 – 5.000,Oleosidade; Queda de cabelo; Acne; Manchas; Ressecamento,3 meses,Baixo,Sim,Sérum; Hidratante; Protetor solar,Skincare; Dieta; Atividade física,NÃO,R$201 – R$300,Não,Sim,Sim
49,Ensino Médio completo,Solteiro,GO,Sim,Até 2.000,Ressecamento; Queda de cabelo; Manchas,3 meses,Médio,Sim,Hidratante; Protetor solar; Sérum,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Não,Sim,Sim
49,Ensino Fundamental completo,Solteiro,RJ,Sim,5.000 – 7.000,Acne; Queda de cabelo; Ressecamento; Oleosidade; Manchas,1 ano,Alto,Sim,Protetor solar; Hidratante; Sérum,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Medicina,Sim,Não
52,Ensino Médio completo,Casado,SC,Sim,5.000 – 7.000,Queda de cabelo; Manchas; Acne,6 meses,Alto,Sim,Hidratante; Sérum; Protetor solar,Dieta; Atividade física; Skincare,NÃO,R$101 – R$200,Não,Sim,Sim
46,Ensino Superior completo,Divorciado,SC,Sim,Até 2.000,Acne; Manchas; Queda de cabelo,1 mês,Médio,Não,Hidratante; Sérum; Protetor solar,Dieta; Skincare; Atividade física,NÃO,R$301 – R$500,Engenharia,Não,Sim
46,Ensino Superior completo,União Estável,SP,Sim,5.000 – 7.000,Manchas; Acne,3 meses,Médio,Sim,Hidratante; Sérum,Dieta; Skincare,NÃO,R$201 – R$300,Direito,Sim,Sim
33,Ensino Fundamental completo,Casado,PR,Não,4.000 – 5.000,Manchas,1 ano,Baixo,Sim,Hidratante,Atividade física,NÃO,R$301 – R$500,Engenharia,Não,Não
27,Ensino Superior completo,Casado,SP,Sim,Até 2.000,Acne; Queda de cabelo; Ressecamento,1 mês,Alto,Sim,Protetor solar; Hidratante; Sérum,Dieta; Atividade física; Skincare,NÃO,R$301 – R$500,Engenharia,Não,Sim
47,Ensino Superior completo,Casado,MG,Sim,Acima de 7.000,Oleosidade; Manchas; Acne; Ressecamento,6 meses,Alto,Sim,Hidratante; Protetor solar; Sérum,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Não,Sim,Sim
42,Ensino Superior completo,União Estável,SC,Sim,Acima de 7.000,Acne; Ressecamento; Oleosidade; Queda de cabelo,1 ano,Baixo,Não,Sérum; Hidratante; Protetor solar,Atividade física; Skincare; Dieta,NÃO,R$201 – R$300,Engenharia,Não,Não
37,Ensino Superior completo,Divorciado,PR,Sim,4.000 – 5.000,Oleosidade; Manchas; Queda de cabelo; Ressecamento,3 meses,Baixo,Sim,Sérum; Hidratante; Protetor solar,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Medicina,Sim,Sim
22,Ensino Superior completo,Solteiro,GO,Sim,2.000 – 3.000,Manchas,1 mês,Alto,Sim,Sérum,Atividade física,NÃO,Até R$100,Direito,Sim,Não
18,Ensino Médio completo,Divorciado,SP,Sim,5.000 – 7.000,Manchas; Queda de cabelo; Ressecamento,1 mês,Médio,Não,Hidratante; Sérum; Protetor solar,Dieta; Atividade física; Skincare,NÃO,R$101 – R$200,Não,Não,Não
47,Pós-graduação,Divorciado,GO,Sim,4.000 – 5.000,Oleosidade; Acne; Queda de cabelo; Manchas; Ressecamento,3 meses,Médio,Sim,Sérum; Protetor solar; Hidratante,Skincare; Atividade física; Dieta,SIM,R$201 – R$300,Engenharia,Não,Não
20,Ensino Médio completo,Casado,GO,Sim,3.000 – 4.000,Ressecamento; Oleosidade; Acne; Manchas; Queda de cabelo,1 mês,Baixo,Sim,Hidratante; Sérum; Protetor solar,Skincare; Atividade física; Dieta,NÃO,Até R$100,Não,Não,Não
31,Ensino Médio completo,Casado,DF,Sim,4.000 – 5.000,Manchas; Oleosidade,3 meses,Baixo,Sim,Sérum; Protetor solar,Atividade física; Dieta,NÃO,R$101 – R$200,Não,Sim,Não
47,Ensino Médio completo,Casado,DF,Não,4.000 – 5.000,Ressecamento,1 ano,Médio,Não,Sérum,Atividade física,SIM,R$301 – R$500,Não,Não,Sim
21,Ensino Fundamental completo,Solteiro,GO,Sim,5.000 – 7.000,Ressecamento; Queda de cabelo; Manchas,2 anos,Alto,Não,Sérum; Protetor solar; Hidratante,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Não,Não,Sim
35,Ensino Médio completo,Solteiro,SP,Sim,4.000 – 5.000,Manchas; Oleosidade; Ressecamento; Queda de cabelo,6 meses,Médio,Sim,Hidratante; Sérum; Protetor solar,Dieta; Atividade física; Skincare,NÃO,R$101 – R$200,Não,Não,Não
54,Ensino Fundamental completo,Solteiro,DF,Sim,5.000 – 7.000,Queda de cabelo,1 ano,Médio,Sim,Hidratante,Skincare,NÃO,R$101 – R$200,Não,Sim,Sim
42,Ensino Superior completo,Divorciado,MG,Sim,Acima de 7.000,Queda de cabelo,6 meses,Baixo,Não,Protetor solar,Dieta,SIM,R$101 – R$200,Direito,Sim,Sim
18,Ensino Fundamental completo,Casado,BA,Não,3.000 – 4.000,Oleosidade; Queda de cabelo; Acne,6 meses,Médio,Sim,Protetor solar; Hidratante; Sérum,Atividade física; Skincare; Dieta,NÃO,R$101 – R$200,Não,Não,Não
32,Ensino Superior completo,União Estável,BA,Não,5.000 – 7.000,Queda de cabelo; Acne,3 meses,Baixo,Sim,Protetor solar; Sérum,Skincare; Atividade física,NÃO,Até R$100,Direito,Não,Não
26,Ensino Fundamental incompleto,Divorciado,DF,Sim,Acima de 7.000,Ressecamento; Acne,2 anos,Médio,Não,Sérum; Protetor solar,Atividade física; Dieta,SIM,R$301 – R$500,Não,Não,Sim
32,Pós-graduação,Solteiro,SP,Sim,4.000 – 5.000,Acne; Queda de cabelo,6 meses,Alto,Sim,Hidratante; Sérum,Dieta; Atividade física,NÃO,R$101 – R$200,Não,Não,Sim
41,Ensino Superior completo,União Estável,BA,Sim,4.000 – 5.000,Ressecamento; Acne; Manchas; Queda de cabelo,6 meses,Baixo,Sim,Sérum; Protetor solar; Hidratante,Atividade física; Skincare; Dieta,NÃO,R$201 – R$300,Medicina,Não,Não
21,Ensino Fundamental incompleto,União Estável,RJ,Não,5.000 – 7.000,Oleosidade; Acne; Queda de cabelo; Manchas,1 ano,Baixo,Não,Protetor solar; Hidratante; Sérum,Dieta; Atividade física; Skincare,NÃO,Até R$100,Medicina,Não,Sim
29,Ensino Superior completo,Casado,BA,Não,5.000 – 7.000,Oleosidade; Queda de cabelo; Manchas,2 anos,Baixo,Sim,Sérum; Hidratante; Protetor solar,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Medicina,Não,Não
54,Ensino Superior completo,União Estável,SC,Sim,5.000 – 7.000,Manchas; Oleosidade,2 anos,Médio,Sim,Hidratante; Sérum,Skincare; Atividade física,SIM,R$301 – R$500,Medicina,Sim,Não
54,Ensino Superior completo,Solteiro,SP,Sim,4.000 – 5.000,Acne; Oleosidade; Ressecamento,6 meses,Alto,Sim,Sérum; Protetor solar; Hidratante,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Não,Não,Não
23,Ensino Superior completo,Casado,DF,Sim,Acima de 7.000,Manchas; Ressecamento,2 anos,Baixo,Sim,Hidratante; Sérum,Skincare; Atividade física,SIM,R$301 – R$500,Engenharia,Não,Sim
41,Ensino Superior completo,União Estável,DF,Sim,Até 2.000,Acne,1 ano,Alto,Sim,Hidratante,Dieta,NÃO,R$101 – R$200,Medicina,Sim,Não
28,Ensino Superior completo,Casado,BA,Sim,Até 2.000,Acne; Queda de cabelo; Oleosidade; Manchas; Ressecamento,3 meses,Baixo,Sim,Sérum; Hidratante; Protetor solar,Skincare; Atividade física; Dieta,NÃO,R$101 – R$200,Não,Não,Não
30,Ensino Superior incompleto,União Estável,SP,Sim,5.000 – 7.000,Oleosidade; Ressecamento; Acne; Queda de cabelo; Manchas,6 meses,Alto,Não,Protetor solar; Sérum; Hidratante,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Direito,Sim,Não
51,Ensino Fundamental incompleto,Divorciado,MG,Sim,3.000 – 4.000,Ressecamento; Manchas,1 mês,Médio,Não,Hidratante; Sérum,Atividade física; Dieta,NÃO,R$201 – R$300,Engenharia,Não,Não
42,Ensino Superior completo,Divorciado,RJ,Sim,3.000 – 4.000,Ressecamento; Oleosidade; Queda de cabelo,6 meses,Médio,Sim,Sérum; Protetor solar; Hidratante,Dieta; Atividade física; Skincare,NÃO,R$301 – R$500,Não,Sim,Não
24,Ensino Médio completo,Solteiro,DF,Sim,3.000 – 4.000,Oleosidade; Acne; Queda de cabelo; Ressecamento,6 meses,Médio,Não,Hidratante; Protetor solar; Sérum,Atividade física; Dieta; Skincare,NÃO,Até R$100,Direito,Não,Sim
21,Ensino Superior incompleto,Divorciado,SP,Sim,3.000 – 4.000,Oleosidade; Queda de cabelo,3 meses,Médio,Não,Hidratante; Sérum,Dieta; Skincare,NÃO,Até R$100,Direito,Não,Sim
25,Ensino Fundamental incompleto,Divorciado,DF,Sim,Até 2.000,Oleosidade; Queda de cabelo,1 mês,Alto,Não,Protetor solar; Sérum,Skincare; Atividade física,NÃO,R$201 – R$300,Medicina,Sim,Sim
37,Ensino Superior incompleto,Divorciado,DF,Sim,Acima de 7.000,Oleosidade; Acne; Manchas; Ressecamento,1 mês,Alto,Sim,Sérum; Hidratante; Protetor solar,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Não,Sim,Não
46,Mestrado,União Estável,SC,Não,2.000 – 3.000,Manchas; Ressecamento,1 mês,Médio,Não,Protetor solar; Sérum,Dieta; Skincare,SIM,R$301 – R$500,Direito,Sim,Sim
27,Ensino Médio completo,União Estável,BA,Não,5.000 – 7.000,Manchas,3 meses,Baixo,Sim,Protetor solar,Dieta,NÃO,R$101 – R$200,Não,Não,Não
51,Ensino Médio completo,Casado,SC,Sim,5.000 – 7.000,Manchas; Acne; Oleosidade; Ressecamento,2 anos,Baixo,Sim,Sérum; Hidratante; Protetor solar,Atividade física; Skincare; Dieta,SIM,R$201 – R$300,Não,Não,Sim
43,Ensino Superior completo,União Estável,BA,Sim,Acima de 7.000,Manchas,1 mês,Alto,Sim,Sérum,Atividade física,SIM,R$101 – R$200,Não,Não,Sim
20,Ensino Superior completo,Divorciado,DF,Sim,Até 2.000,Queda de cabelo; Manchas; Oleosidade; Ressecamento; Acne,2 anos,Médio,Não,Protetor solar; Hidratante; Sérum,Dieta; Atividade física; Skincare,NÃO,Até R$100,Engenharia,Não,Não
23,Ensino Superior incompleto,União Estável,SP,Sim,Acima de 7.000,Acne; Manchas; Oleosidade; Queda de cabelo,1 ano,Médio,Sim,Sérum; Hidratante; Protetor solar,Atividade física; Skincare; Dieta,SIM,R$201 – R$300,Direito,Não,Sim
22,Ensino Médio completo,Solteiro,GO,Sim,4.000 – 5.000,Ressecamento; Acne; Oleosidade; Manchas,3 meses,Médio,Sim,Hidratante; Sérum; Protetor solar,Skincare; Atividade física; Dieta,NÃO,R$101 – R$200,Engenharia,Sim,Sim
22,Pós-graduação,Casado,BA,Não,5.000 – 7.000,Oleosidade; Manchas; Queda de cabelo,2 anos,Alto,Não,Protetor solar; Hidratante; Sérum,Skincare; Dieta; Atividade física,SIM,R$101 – R$200,Direito,Não,Sim
40,Ensino Superior completo,Casado,GO,Sim,5.000 – 7.000,Acne; Manchas; Queda de cabelo,1 mês,Médio,Não,Hidratante; Sérum; Protetor solar,Atividade física; Dieta; Skincare,SIM,R$101 – R$200,Não,Sim,Não
26,Ensino Fundamental completo,União Estável,RJ,Não,5.000 – 7.000,Oleosidade; Ressecamento; Manchas; Queda de cabelo,1 mês,Alto,Não,Sérum; Hidratante; Protetor solar,Atividade física; Skincare; Dieta,SIM,R$101 – R$200,Não,Sim,Sim
52,Ensino Fundamental completo,Divorciado,SC,Não,3.000 – 4.000,Ressecamento; Manchas; Queda de cabelo; Acne; Oleosidade,2 anos,Alto,Sim,Sérum; Protetor solar; Hidratante,Dieta; Atividade física; Skincare,SIM,Até R$100,Engenharia,Não,Não
37,Ensino Superior incompleto,Casado,GO,Não,5.000 – 7.000,Manchas; Acne,2 anos,Médio,Sim,Sérum; Protetor solar,Dieta; Atividade física,NÃO,Até R$100,Direito,Não,Não
52,Ensino Médio completo,Solteiro,SC,Sim,4.000 – 5.000,Manchas; Ressecamento; Queda de cabelo,1 ano,Baixo,Não,Hidratante; Protetor solar; Sérum,Skincare; Dieta; Atividade física,NÃO,R$101 – R$200,Medicina,Sim,Não
35,Ensino Médio completo,Solteiro,BA,Sim,5.000 – 7.000,Oleosidade; Manchas; Queda de cabelo; Acne; Ressecamento,3 meses,Alto,Sim,Hidratante; Protetor solar; Sérum,Dieta; Skincare; Atividade física,NÃO,Até R$100,Não,Não,Sim
34,Pós-graduação,Casado,BA,Sim,Acima de 7.000,Oleosidade; Queda de cabelo; Acne; Ressecamento; Manchas,6 meses,Médio,Não,Sérum; Hidratante; Protetor solar,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Não,Sim,Sim
41,Ensino Fundamental completo,Divorciado,RJ,Sim,2.000 – 3.000,Manchas; Ressecamento; Acne,1 ano,Alto,Sim,Sérum; Hidratante; Protetor solar,Dieta; Skincare; Atividade física,NÃO,R$101 – R$200,Não,Não,Não
20,Ensino Superior completo,Divorciado,BA,Sim,Acima de 7.000,Manchas; Queda de cabelo,1 ano,Baixo,Não,Sérum; Hidratante,Atividade física; Dieta,NÃO,R$101 – R$200,Não,Sim,Não
49,Ensino Médio completo,União Estável,DF,Sim,2.000 – 3.000,Queda de cabelo; Oleosidade; Ressecamento,1 ano,Baixo,Sim,Protetor solar; Sérum; Hidratante,Skincare; Atividade física; Dieta,NÃO,R$101 – R$200,Não,Não,Sim
52,Ensino Superior completo,União Estável,RJ,Sim,Até 2.000,Oleosidade; Acne; Ressecamento; Manchas; Queda de cabelo,1 mês,Alto,Sim,Protetor solar; Hidratante; Sérum,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Direito,Não,Sim
30,Ensino Superior completo,Casado,GO,Não,Até 2.000,Ressecamento,2 anos,Médio,Não,Sérum,Dieta,SIM,R$301 – R$500,Medicina,Não,Sim
42,Ensino Fundamental incompleto,União Estável,BA,Sim,3.000 – 4.000,Manchas; Oleosidade; Queda de cabelo,3 meses,Médio,Sim,Sérum; Hidratante; Protetor solar,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Engenharia,Sim,Sim
26,Ensino Superior completo,União Estável,SP,Sim,5.000 – 7.000,Queda de cabelo; Oleosidade; Manchas; Ressecamento; Acne,1 mês,Alto,Sim,Sérum; Protetor solar; Hidratante,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Não,Não,Não
21,Ensino Fundamental completo,União Estável,PR,Não,Até 2.000,Acne; Queda de cabelo; Oleosidade,1 ano,Médio,Não,Hidratante; Sérum; Protetor solar,Dieta; Skincare; Atividade física,NÃO,R$201 – R$300,Não,Sim,Sim
31,Pós-graduação,Solteiro,MG,Sim,Até 2.000,Ressecamento; Queda de cabelo; Oleosidade; Manchas; Acne,3 meses,Médio,Sim,Protetor solar; Hidratante; Sérum,Skincare; Atividade física; Dieta,SIM,R$301 – R$500,Medicina,Não,Não
54,Pós-graduação,União Estável,DF,Sim,Acima de 7.000,Oleosidade; Ressecamento,1 mês,Baixo,Sim,Hidratante; Protetor solar,Skincare; Dieta,SIM,R$201 – R$300,Direito,Não,Não
51,Ensino Superior incompleto,Casado,PR,Não,5.000 – 7.000,Queda de cabelo; Manchas; Acne; Ressecamento; Oleosidade,6 meses,Alto,Sim,Protetor solar; Hidratante; Sérum,Dieta; Skincare; Atividade física,SIM,R$101 – R$200,Medicina,Sim,Sim
28,Ensino Superior incompleto,Divorciado,PR,Não,5.000 – 7.000,Manchas; Ressecamento; Queda de cabelo; Acne,1 ano,Alto,Sim,Sérum; Hidratante; Protetor solar,Dieta; Atividade física; Skincare,SIM,R$101 – R$200,Direito,Sim,Sim
20,Ensino Médio completo,União Estável,SC,Sim,Acima de 7.000,Queda de cabelo,1 mês,Baixo,Sim,Protetor solar,Atividade física,NÃO,R$101 – R$200,Direito,Sim,Sim
45,Ensino Superior completo,Divorciado,DF,Não,5.000 – 7.000,Oleosidade; Queda de cabelo; Manchas; Acne; Ressecamento,1 mês,Alto,Não,Sérum; Protetor solar; Hidratante,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Não,Não,Sim
46,Ensino Médio completo,União Estável,DF,Sim,2.000 – 3.000,Ressecamento; Queda de cabelo; Manchas,1 ano,Alto,Não,Sérum; Hidratante; Protetor solar,Atividade física; Dieta; Skincare,SIM,R$201 – R$300,Não,Não,Sim
26,Ensino Médio completo,Casado,RJ,Não,4.000 – 5.000,Manchas; Acne; Ressecamento,6 meses,Médio,Sim,Hidratante; Protetor solar; Sérum,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Engenharia,Não,Sim
20,Ensino Superior incompleto,Solteiro,SC,Não,5.000 – 7.000,Queda de cabelo; Acne; Ressecamento; Manchas; Oleosidade,2 anos,Médio,Sim,Hidratante; Protetor solar; Sérum,Skincare; Dieta; Atividade física,SIM,R$201 – R$300,Medicina,Não,Sim
42,Ensino Fundamental completo,Casado,GO,Sim,3.000 – 4.000,Oleosidade; Manchas; Acne; Ressecamento,6 meses,Médio,Não,Sérum; Protetor solar; Hidratante,Atividade física; Dieta; Skincare,SIM,R$201 – R$300,Não,Não,Não
51,Ensino Superior completo,Solteiro,MG,Sim,5.000 – 7.000,Manchas; Ressecamento; Acne; Oleosidade; Queda de cabelo,1 ano,Baixo,Não,Protetor solar; Hidratante; Sérum,Dieta; Skincare; Atividade física,NÃO,R$101 – R$200,Medicina,Não,Não
29,Ensino Fundamental incompleto,União Estável,GO,Sim,Até 2.000,Oleosidade; Acne,2 anos,Alto,Sim,Hidratante; Sérum,Dieta; Atividade física,NÃO,R$101 – R$200,Medicina,Não,Sim
26,Ensino Superior completo,União Estável,SP,Sim,3.000 – 4.000,Ressecamento; Manchas; Oleosidade; Acne,1 mês,Alto,Não,Sérum; Hidratante; Protetor solar,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Direito,Sim,Não
32,Ensino Médio completo,Solteiro,MG,Não,5.000 – 7.000,Manchas; Oleosidade; Ressecamento; Acne; Queda de cabelo,6 meses,Médio,Não,Hidratante; Protetor solar; Sérum,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Não,Não,Não
42,Ensino Médio completo,Casado,SC,Sim,5.000 – 7.000,Oleosidade,6 meses,Médio,Sim,Sérum,Dieta,NÃO,R$201 – R$300,Não,Sim,Sim
22,Ensino Superior completo,Casado,BA,Sim,5.000 – 7.000,Acne; Manchas; Ressecamento; Oleosidade,2 anos,Baixo,Sim,Sérum; Protetor solar; Hidratante,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Medicina,Não,Não
28,Mestrado,Solteiro,BA,Não,5.000 – 7.000,Oleosidade; Manchas; Ressecamento; Acne; Queda de cabelo,1 mês,Baixo,Sim,Hidratante; Protetor solar; Sérum,Dieta; Skincare; Atividade física,NÃO,R$101 – R$200,Engenharia,Sim,Sim
51,Ensino Superior completo,União Estável,SC,Não,Até 2.000,Manchas,6 meses,Médio,Não,Hidratante,Dieta,NÃO,R$301 – R$500,Engenharia,Sim,Sim
41,Ensino Médio completo,Solteiro,GO,Não,2.000 – 3.000,Queda de cabelo; Acne; Manchas; Ressecamento; Oleosidade,2 anos,Baixo,Não,Protetor solar; Sérum; Hidratante,Skincare; Atividade física; Dieta,NÃO,R$201 – R$300,Direito,Sim,Não
32,Ensino Médio completo,União Estável,SC,Sim,Acima de 7.000,Manchas; Oleosidade,6 meses,Médio,Não,Sérum; Protetor solar,Atividade física; Skincare,NÃO,R$201 – R$300,Engenharia,Não,Sim
25,Pós-graduação,Solteiro,SC,Sim,5.000 – 7.000,Acne; Manchas; Oleosidade,1 mês,Médio,Sim,Sérum; Protetor solar; Hidratante,Atividade física; Skincare; Dieta,NÃO,R$101 – R$200,Medicina,Sim,Sim
22,Ensino Superior incompleto,União Estável,PR,Sim,2.000 – 3.000,Queda de cabelo; Manchas; Acne; Oleosidade; Ressecamento,1 mês,Alto,Não,Sérum; Protetor solar; Hidratante,Atividade física; Skincare; Dieta,NÃO,R$101 – R$200,Não,Sim,Sim
43,Ensino Fundamental completo,Solteiro,SP,Sim,5.000 – 7.000,Acne; Queda de cabelo; Oleosidade; Manchas,3 meses,Médio,Não,Hidratante; Sérum; Protetor solar,Dieta; Atividade física; Skincare,NÃO,R$101 – R$200,Medicina,Sim,Não
35,Pós-graduação,Divorciado,DF,Sim,3.000 – 4.000,Queda de cabelo; Manchas; Acne; Oleosidade; Ressecamento,2 anos,Médio,Não,Protetor solar; Sérum; Hidratante,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Engenharia,Sim,Não
23,Ensino Superior completo,União Estável,BA,Sim,4.000 – 5.000,Acne; Ressecamento; Oleosidade; Manchas; Queda de cabelo,1 ano,Médio,Sim,Protetor solar; Sérum; Hidratante,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Direito,Não,Sim
54,Mestrado,Casado,PR,Sim,2.000 – 3.000,Oleosidade; Ressecamento; Queda de cabelo; Acne; Manchas,6 meses,Baixo,Não,Protetor solar; Sérum; Hidratante,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Direito,Não,Sim
30,Pós-graduação,Solteiro,SC,Não,5.000 – 7.000,Acne; Ressecamento; Oleosidade; Manchas; Queda de cabelo,1 mês,Baixo,Sim,Hidratante; Sérum; Protetor solar,Skincare; Atividade física; Dieta,NÃO,R$101 – R$200,Engenharia,Não,Não
